id,house,course,sex,wandCore,bloodStatus,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Care of magical creatures exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
185,Gryffindor,7,male,unicorn hair,pure-blood,87,62,73,44,41,39,50,56,53,37,49,53,32,9,-5,-1,10,-1,20,10,1,10,-20,-5,5,10,3,-1,5,-1,-3,5,-5,0,5,0,5,-5,1,3,-1,20,-5,3,20,-1,20,0,0,0,5,-10,-20,10
186,Gryffindor,5,female,phoenix feather,half-blood,37,54,36,50,53,48,36,56,63,45,36,25,52,60,-1,5,5,-20,20,1,5,1,10,5,0,-10,-10,-5,-5,-20,-3,20,5,-1,0,-5,1,5,10,10,3,-1,1,0,0,1,1,3,0,-5,10,-20,20,1
187,Hufflepuff,7,male,phoenix feather,half-blood,23,37,45,43,45,33,32,51,37,35,54,58,40,60,5,5,-1,3,0,1,0,5,-1,20,0,-20,-20,0,5,5,10,1,-5,0,3,1,-10,20,-3,0,-5,1,-10,5,20,1,-10,-10,-3,-10,5,5,10,0
188,Slytherin,4,male,phoenix feather,half-blood,-84,13,27,15,21,26,30,40,38,17,17,14,48,87,-1,-5,5,1,5,-20,-3,-10,-5,10,1,-3,5,-5,-5,-1,-5,-10,10,-10,-20,-10,-10,0,-1,0,-1,10,-1,-1,0,0,10,-1,-5,-5,3,-5,0,-1
189,Gryffindor,4,female,dragon heartstring,half-blood,78,53,57,56,33,58,59,55,34,42,46,46,34,12,0,-20,20,3,-5,10,1,10,5,1,20,10,-1,0,0,-10,-10,-5,1,5,0,5,-10,-5,5,1,5,-10,0,-3,5,10,5,20,10,-5,5,0,0,5
190,Ravenclaw,5,female,dragon heartstring,muggle-born,147,53,61,60,56,61,50,64,56,50,51,56,72,57,20,0,-3,0,20,5,1,1,5,-10,0,3,10,10,5,3,3,5,10,10,-3,5,1,-1,10,5,1,-5,20,10,5,0,0,0,-20,0,5,10,3,3
191,Ravenclaw,2,female,phoenix feather,muggle-born,193,64,59,65,64,85,64,69,75,60,81,46,58,60,0,10,5,0,0,1,10,-5,-1,1,5,1,1,3,1,1,10,10,1,5,-1,5,-3,0,10,10,20,20,-10,5,3,10,-1,-5,20,20,0,10,20,1
192,Slytherin,5,female,phoenix feather,half-blood,64,41,60,62,36,34,51,48,53,42,59,45,56,91,5,3,10,-10,-10,-20,10,10,3,3,10,5,5,-20,-5,5,-20,3,5,5,-20,20,0,-1,3,0,0,0,-10,20,5,5,10,0,10,0,5,10,10,0
193,Gryffindor,3,female,phoenix feather,half-blood,-36,39,19,37,32,41,49,38,35,44,40,47,56,34,-1,-1,-1,10,10,1,-1,0,-5,0,3,1,0,0,1,-3,-5,5,-20,-3,10,3,-20,-5,1,-10,1,0,0,-1,-10,-1,0,1,0,0,-10,-1,-5,20
194,Hufflepuff,3,female,dragon heartstring,half-blood,103,37,41,51,53,52,67,36,54,44,70,48,62,43,-10,10,20,1,5,1,1,20,-10,5,20,0,3,1,10,5,5,-5,-3,5,-10,3,3,10,5,3,5,10,0,10,-20,0,-10,0,0,20,-5,0,-5,0
195,Gryffindor,2,female,unicorn hair,half-blood,25,49,32,42,39,32,26,38,56,44,34,49,23,67,-5,0,3,5,1,0,3,0,-5,3,3,10,-5,1,1,3,5,-5,5,10,10,5,-3,5,-3,20,-5,-10,-1,-10,0,5,1,1,0,-10,0,10,-3,-20
196,Gryffindor,1,male,phoenix feather,muggle-born,65,54,59,34,55,39,58,63,46,47,56,50,55,3,1,5,-3,-1,-1,0,-5,5,5,3,20,0,-10,-5,5,10,-3,5,0,-20,0,0,10,-5,20,5,5,1,1,5,3,0,0,10,-5,-5,5,0,5,-1
197,Slytherin,7,female,unicorn hair,half-blood,21,47,28,27,34,39,51,46,42,27,37,47,43,78,-20,1,5,5,-5,1,20,0,3,1,10,3,5,1,0,20,-20,10,-20,-10,-3,0,1,-1,-5,-5,3,3,0,1,5,-5,0,10,0,-5,0,10,5,-3
198,Slytherin,6,female,phoenix feather,half-blood,104,48,44,59,48,46,43,50,61,56,64,53,40,84,-10,-10,5,5,0,0,3,1,3,1,5,3,-20,-3,0,-1,0,1,20,-5,0,5,10,3,3,5,-1,5,0,5,20,10,0,20,5,5,5,0,3,3
199,Slytherin,1,female,dragon heartstring,half-blood,70,37,53,59,39,47,34,59,51,54,43,38,48,85,0,3,1,-10,5,-5,20,5,-1,10,-10,3,1,1,0,-10,20,1,0,5,3,10,0,3,-20,1,1,5,10,20,1,10,0,10,-10,-20,-1,5,0,3
200,Hufflepuff,7,male,unicorn hair,half-blood,-23,42,21,31,22,55,48,28,65,41,34,43,75,21,-20,20,-5,20,5,-5,-10,20,-1,1,5,-1,5,-5,-5,5,3,-1,-20,0,-1,0,5,1,0,-1,1,20,0,-10,0,0,-10,-3,-20,10,0,-5,-20,-1
201,Hufflepuff,2,female,phoenix feather,muggle-born,6,46,36,34,50,30,31,41,56,45,40,12,34,17,-1,0,-3,-1,0,3,0,0,10,0,1,5,0,-5,1,0,20,-20,-5,-5,0,10,-10,-1,5,0,0,10,10,0,10,-1,-10,1,1,-3,-20,5,0,-1
202,Hufflepuff,1,female,unicorn hair,half-blood,30,26,41,53,13,44,30,52,44,52,46,35,13,15,-1,5,5,0,-5,0,-5,5,1,-5,-5,0,1,-1,0,0,1,5,-5,-10,10,-5,10,-5,10,3,1,-5,5,1,0,5,10,10,-10,-1,20,-10,-10,5
203,Hufflepuff,5,female,dragon heartstring,muggle-born,17,35,31,30,45,42,26,46,31,36,37,43,16,43,-3,-1,20,-3,0,1,1,-3,-20,0,5,-1,-10,5,5,5,-10,-5,1,-5,-5,5,-5,3,-5,0,1,5,0,1,0,-1,5,20,-20,20,10,0,1,0
204,Gryffindor,7,male,phoenix feather,muggle-born,37,48,35,61,42,48,54,59,37,47,44,44,85,6,5,5,20,-5,-3,-5,-20,3,0,0,1,3,10,-5,-5,-5,-5,10,-10,-10,0,3,10,-5,1,-5,3,10,10,5,1,5,0,5,0,3,5,3,0,-1
205,Gryffindor,2,male,dragon heartstring,half-blood,-2,49,32,44,34,37,21,43,47,43,17,48,29,5,10,5,1,-5,1,-5,1,5,5,0,0,10,-1,-3,-20,0,20,-1,3,10,-1,-20,10,-5,-5,-1,5,0,1,3,-10,-10,0,5,-3,5,3,5,-20,0
206,Ravenclaw,1,female,phoenix feather,half-blood,137,80,36,65,62,62,65,55,63,72,53,53,55,62,5,-20,10,5,5,20,20,-1,-5,-5,0,-5,5,5,1,5,10,10,5,0,5,10,5,5,-10,10,-1,0,10,5,5,0,-1,3,5,1,10,0,5,0
207,Hufflepuff,6,male,unicorn hair,half-blood,42,56,40,37,44,54,62,48,40,47,50,62,50,56,0,-20,-20,20,0,-1,-10,5,-3,-5,1,-1,1,-10,10,-20,3,5,10,-5,5,5,5,-1,10,5,5,20,10,0,-3,5,-3,0,10,0,5,0,1,3
208,Hufflepuff,2,female,phoenix feather,half-blood,71,45,39,61,44,50,54,52,52,38,50,48,52,55,-10,5,-5,5,-5,0,3,3,-3,20,5,0,10,0,-5,-5,3,1,10,-10,1,0,-5,-1,20,3,5,-1,0,-1,10,-3,0,3,5,1,1,1,5,5
209,Hufflepuff,5,male,phoenix feather,muggle-born,48,43,32,57,44,45,30,46,58,44,29,45,23,48,0,5,-1,-1,3,0,-3,10,5,1,10,20,-20,1,1,3,-5,0,5,-5,-20,10,-1,0,0,-3,0,1,5,0,10,0,-10,-1,10,5,5,10,-3,1
210,Hufflepuff,1,male,phoenix feather,half-blood,-5,42,21,44,28,33,41,27,42,37,20,33,7,27,20,-1,-3,5,-1,3,-20,-3,-20,-5,0,0,0,5,-5,0,1,-10,0,0,1,0,-1,0,-5,5,0,0,20,0,-5,10,0,0,0,-5,-10,-1,10,10
211,Gryffindor,5,female,dragon heartstring,half-blood,53,69,36,49,47,58,35,48,50,54,40,40,13,55,0,-1,-1,-10,-10,1,0,5,10,5,10,5,-1,3,5,-3,-3,-5,10,-5,10,10,-1,-10,-10,3,0,0,-3,3,3,10,10,-3,5,0,0,1,0,10
212,Ravenclaw,2,male,dragon heartstring,pure-blood,124,68,66,56,64,33,51,43,45,66,78,53,50,32,10,5,-10,-1,5,0,-20,1,-5,1,10,1,3,-5,3,5,0,1,10,20,-1,0,5,5,10,1,1,1,0,10,10,5,10,20,3,-3,0,5,5,3
213,Gryffindor,1,female,dragon heartstring,half-blood,65,46,48,43,62,43,41,56,42,62,61,33,18,21,-1,0,1,0,-10,-3,-10,10,1,0,5,5,5,1,0,-1,5,-20,-10,5,5,-1,10,-1,10,0,0,5,0,20,20,-1,0,1,5,0,-1,3,10,-3
214,Hufflepuff,4,male,phoenix feather,half-blood,9,35,37,34,50,43,44,30,31,28,33,30,39,67,-20,5,-3,5,-10,-10,-20,1,-5,5,0,-3,10,-5,20,-20,-5,5,-5,1,5,-1,3,5,0,-10,-5,1,0,1,0,5,10,20,-1,20,10,0,0,0
215,Ravenclaw,3,female,dragon heartstring,half-blood,232,71,62,74,53,72,79,71,73,67,74,72,97,4,10,-20,20,-20,3,5,1,1,20,0,20,5,20,5,1,10,10,1,0,20,20,-1,10,3,3,-1,5,20,3,0,5,0,20,10,10,5,-5,0,10,3
216,Hufflepuff,2,female,dragon heartstring,half-blood,-5,39,33,54,45,27,39,34,35,52,55,35,28,5,-1,-20,-5,1,5,10,-5,-1,-1,-1,5,3,3,0,-5,-1,-5,5,5,1,5,-5,0,1,5,-3,-3,-5,0,-3,0,-10,-3,-3,5,0,1,20,10,-10
217,Hufflepuff,7,female,dragon heartstring,half-blood,-26,50,47,40,32,38,37,38,34,38,39,27,36,17,0,-5,-1,3,5,20,1,0,1,-20,20,-20,3,-10,0,5,5,-10,-3,3,10,-5,-5,-10,5,-5,-3,-3,5,0,-20,20,3,5,0,-1,-20,1,-3,3
218,Gryffindor,4,male,unicorn hair,muggle-born,42,37,42,45,25,44,40,38,44,74,54,54,19,12,1,-1,5,5,-5,5,20,-5,-10,3,5,5,1,-10,-5,0,0,1,0,-1,3,5,-20,3,10,-20,-1,10,5,10,10,0,5,-5,-3,20,5,1,0,-10
219,Slytherin,2,female,unicorn hair,half-blood,218,61,76,63,77,89,71,74,76,82,71,73,90,79,5,3,5,3,0,5,5,3,10,20,10,0,-20,3,10,-3,0,20,-1,1,0,-10,0,20,20,5,3,20,0,5,5,20,0,20,20,5,10,1,0,-5
220,Slytherin,5,female,dragon heartstring,half-blood,187,54,64,61,68,76,65,73,55,63,88,73,63,92,20,3,20,0,5,5,3,0,0,3,0,20,5,10,-3,1,5,5,5,20,10,-3,-3,5,10,-10,1,-1,1,5,1,-3,1,5,1,5,10,5,10,10
221,Hufflepuff,2,female,dragon heartstring,half-blood,30,54,44,30,40,57,37,43,61,56,37,31,49,32,5,5,0,3,-5,1,-1,1,-10,10,-1,-10,3,10,0,1,-1,1,-10,10,5,3,0,-1,1,10,-20,5,-5,5,0,-20,20,10,3,5,5,-3,-5,0
222,Slytherin,5,male,dragon heartstring,pure-blood,-156,23,33,25,21,17,31,8,28,5,24,24,53,83,-5,-3,0,-10,-5,-1,-1,-5,-10,-5,-1,0,-20,-20,-5,5,0,-20,-3,-1,-1,0,-5,-5,-1,-10,0,-5,0,0,-20,-5,0,-1,-10,-3,0,0,20,0
223,Gryffindor,1,male,unicorn hair,pure-blood,-5,31,36,37,65,60,44,45,43,36,54,48,48,27,5,5,-20,3,-3,0,-5,-10,-1,-20,1,10,20,20,10,-5,0,1,-20,20,3,-3,-10,-10,-1,10,5,5,0,0,5,1,0,-5,-20,-3,1,3,3,0
224,Gryffindor,6,male,phoenix feather,half-blood,45,35,48,50,49,37,58,61,64,56,53,43,41,52,5,-5,-1,10,-1,-20,-3,0,5,1,0,0,0,-3,0,20,0,-10,10,0,-1,-5,20,5,0,0,3,-10,5,-10,5,-10,3,0,20,-20,10,20,-1,3
225,Gryffindor,1,male,unicorn hair,pure-blood,70,47,60,44,51,55,56,47,69,47,60,48,55,65,10,0,1,0,10,5,20,10,0,10,0,1,-3,0,-5,3,10,20,3,3,1,5,-5,-10,1,0,-1,10,0,5,-5,-1,-3,10,-1,1,-5,-20,-5,-5
226,Gryffindor,7,female,unicorn hair,half-blood,85,51,22,58,44,48,33,56,51,55,51,54,35,53,5,-5,-3,10,10,0,0,1,-1,-20,-5,1,0,-1,5,0,5,10,-10,-5,5,1,10,5,5,10,10,10,1,-5,20,-1,5,-20,-3,5,0,10,10,10
227,Hufflepuff,4,male,unicorn hair,half-blood,102,59,57,51,51,36,59,38,43,60,64,43,60,36,0,20,10,10,20,0,5,10,20,-10,5,5,10,10,0,0,-20,0,5,10,3,1,-5,0,3,1,3,5,-1,-10,-5,-10,5,0,3,-1,3,-3,-1,1
228,Gryffindor,7,male,unicorn hair,half-blood,69,40,45,31,46,49,40,48,54,52,53,51,69,28,0,-3,5,5,10,-5,5,0,5,10,1,-10,-20,-1,0,5,0,10,-1,3,20,1,5,0,5,0,-5,3,0,-3,-5,0,10,1,10,3,5,1,-1,0
229,Gryffindor,4,female,dragon heartstring,muggle-born,-31,25,36,38,25,24,55,45,42,30,45,39,47,4,-5,3,-5,0,1,-5,-3,20,-5,-20,0,5,-5,5,0,20,-1,-3,5,-10,0,1,-1,-3,-20,10,-20,-1,-1,1,5,-5,-5,20,10,-20,-3,3,1,0
230,Ravenclaw,5,male,unicorn hair,half-blood,201,75,66,76,69,68,73,56,54,78,94,71,55,7,3,20,10,0,3,0,10,20,-5,5,5,5,0,0,20,5,5,5,5,5,10,20,-20,0,1,0,-10,3,10,3,5,20,0,20,-20,20,-1,-1,20,0
231,Gryffindor,1,female,dragon heartstring,half-blood,31,43,48,43,40,44,45,26,44,48,42,44,58,56,1,-1,5,10,5,5,0,1,-10,5,0,0,5,-20,1,-20,0,3,-5,-1,10,3,-1,-5,-5,-5,5,1,3,-3,5,-5,5,-5,0,10,-1,5,10,20
232,Hufflepuff,6,female,dragon heartstring,half-blood,16,33,36,38,51,31,55,34,45,26,38,55,38,58,1,5,0,-20,3,0,-10,20,10,0,10,3,5,-10,-10,-5,-3,5,10,3,-5,0,-1,5,-3,10,-5,0,-10,1,10,-20,0,-10,5,1,-1,20,1,1
233,Hufflepuff,5,male,dragon heartstring,half-blood,60,40,34,44,52,61,55,53,46,49,40,57,56,3,5,-10,5,3,-5,10,1,-5,1,3,-5,-10,-3,-3,20,20,1,-1,0,0,-5,0,-10,5,0,20,3,20,-20,-20,5,20,0,5,0,-5,10,1,1,3
234,Hufflepuff,2,female,dragon heartstring,half-blood,74,58,52,34,57,48,57,47,39,44,56,45,81,8,3,-5,-5,1,0,1,-5,5,10,-10,10,10,-5,-10,3,0,0,-3,-10,1,-10,10,0,-20,10,-5,10,1,0,-1,3,20,10,20,5,0,-10,20,0,20
235,Ravenclaw,5,female,dragon heartstring,pure-blood,135,70,55,70,65,72,62,71,65,55,57,56,66,47,5,-5,3,10,0,-20,0,0,20,1,20,5,-1,5,0,3,10,3,3,3,20,1,5,1,5,5,3,-5,1,0,10,1,1,5,5,0,0,10,1,1
236,Hufflepuff,3,female,unicorn hair,half-blood,22,25,33,49,41,56,45,49,69,44,30,33,48,66,10,5,0,0,10,10,-5,-5,1,-1,-10,-10,-10,-5,0,10,20,5,5,-20,0,0,3,1,20,-3,3,-5,-5,0,-10,5,5,5,-5,3,0,0,-5,0
237,Ravenclaw,7,female,dragon heartstring,half-blood,125,66,57,35,55,84,57,45,54,62,53,55,67,17,5,5,0,10,0,10,0,5,5,10,-1,-20,-20,3,3,10,-5,1,-10,5,-3,-5,-20,0,10,20,10,20,3,1,5,20,3,5,5,5,5,5,0,20
238,Slytherin,1,female,dragon heartstring,half-blood,168,72,67,67,62,54,67,74,56,67,64,62,63,92,0,5,1,1,1,5,5,10,5,3,10,-20,-20,1,1,5,1,-10,-1,0,0,1,20,5,3,0,5,20,5,-5,3,10,10,20,10,20,20,3,10,5
239,Slytherin,6,female,unicorn hair,pure-blood,151,63,50,76,59,42,64,57,71,55,58,61,59,68,1,1,1,-10,10,5,5,1,0,1,3,1,20,5,20,-5,-1,3,-5,1,1,-5,-3,10,1,5,10,5,0,3,0,0,10,1,5,10,20,1,20,0
240,Gryffindor,2,female,phoenix feather,muggle-born,23,30,50,46,38,43,17,49,33,51,36,43,34,14,1,-5,-5,3,-1,20,1,0,1,5,0,-1,-1,1,5,-5,1,-10,0,-20,3,-3,-5,1,0,-5,20,-1,3,-5,-5,5,0,5,0,0,0,20,-5,5
241,Hufflepuff,2,female,unicorn hair,half-blood,85,55,38,43,57,45,56,47,56,49,45,52,55,63,-10,-3,-5,0,0,-10,-3,5,0,10,20,-5,20,-5,-3,5,-10,-5,-3,-3,3,1,-1,5,10,3,-10,10,5,10,0,-10,20,20,-1,0,5,-10,20,10
242,Gryffindor,1,male,dragon heartstring,half-blood,60,33,41,52,52,27,47,42,51,52,56,48,38,50,5,3,3,-5,-20,0,1,20,-3,10,-20,5,20,3,0,20,1,20,0,-3,-1,-3,3,-3,-20,3,-5,0,5,-5,5,-3,0,-10,20,20,-3,-3,0,0
243,Hufflepuff,1,female,phoenix feather,half-blood,-27,50,27,34,35,37,41,29,44,28,36,53,35,50,3,0,1,5,-20,3,-20,-1,20,20,3,-10,-1,-5,20,5,0,-1,-20,-5,-1,0,0,-10,-5,0,1,1,-10,1,-10,1,5,3,10,10,-10,-5,0,-5
244,Ravenclaw,3,male,phoenix feather,half-blood,94,45,57,36,59,59,45,59,45,45,52,57,49,18,0,-5,1,-1,3,0,10,0,5,5,-5,10,3,20,-5,5,-5,1,5,20,20,3,-10,1,10,-10,10,0,10,5,-20,1,5,1,-10,10,0,-5,1,5
245,Ravenclaw,2,male,dragon heartstring,half-blood,212,83,80,66,86,66,87,67,62,55,75,59,86,36,-5,0,-5,0,20,5,5,-1,-1,20,3,1,0,-1,1,20,3,-20,5,-10,0,-1,5,20,1,0,5,1,20,20,3,20,3,20,5,5,5,10,20,10
246,Slytherin,5,female,dragon heartstring,half-blood,140,55,48,51,40,49,52,60,63,60,66,61,35,85,5,5,3,20,10,10,0,5,5,0,-5,0,5,5,-10,0,0,0,10,3,0,1,5,1,-10,1,1,1,1,0,0,1,0,-1,5,10,20,3,20,10
247,Hufflepuff,6,female,dragon heartstring,half-blood,50,50,61,62,45,41,30,48,46,46,65,30,27,17,1,-20,3,10,0,3,1,0,-3,20,3,5,-1,-20,-1,10,10,0,-5,-5,10,10,10,1,10,-10,-20,-10,0,20,-1,0,10,5,-1,10,-5,5,-5,0
248,Ravenclaw,7,female,phoenix feather,half-blood,92,53,60,62,45,43,62,60,54,43,35,57,70,7,20,10,5,10,10,-10,0,1,0,-10,-20,10,-20,0,5,0,-10,5,1,1,1,5,0,5,0,20,5,0,3,0,20,0,5,10,5,5,-10,10,0,0
249,Gryffindor,4,male,dragon heartstring,half-blood,-56,28,36,26,34,38,42,33,19,34,46,25,54,25,-10,-20,-20,0,3,10,5,20,-10,-1,5,5,0,-10,-3,1,-1,-5,-1,-5,10,-1,-10,5,5,3,0,5,1,-5,5,-3,-1,-5,1,0,-10,0,1,-20
250,Hufflepuff,1,female,unicorn hair,half-blood,19,40,51,58,46,33,44,46,34,42,48,46,39,32,5,3,10,0,-20,-5,-1,10,1,-20,0,-1,5,5,0,-5,20,0,-5,1,0,0,0,1,0,5,-1,5,0,5,1,-20,0,1,3,0,1,10,5,0
251,Slytherin,5,male,phoenix feather,half-blood,-155,38,24,16,18,30,16,18,31,7,19,24,27,82,1,-20,-20,-5,0,-1,0,-20,10,-10,-3,0,-5,-20,-10,-10,5,0,-20,-10,3,0,-1,20,5,-3,10,-5,-20,3,-20,0,-1,0,0,-5,10,0,-10,-3
252,Ravenclaw,7,male,dragon heartstring,half-blood,31,43,43,27,32,52,46,38,34,45,37,26,60,39,0,5,-3,-5,5,1,3,10,5,-10,5,0,-1,5,5,5,10,-5,3,-20,0,1,0,-5,5,20,1,5,0,3,5,10,0,-20,0,20,5,-20,-20,3
253,Gryffindor,4,male,dragon heartstring,pure-blood,189,67,71,68,77,74,54,50,66,70,63,73,73,19,20,-1,-20,20,1,3,0,5,3,0,10,3,1,20,3,5,1,5,10,1,-3,-1,20,5,10,-1,3,0,1,20,0,10,3,1,5,-1,3,3,1,20
254,Hufflepuff,1,female,phoenix feather,pure-blood,102,57,71,51,48,37,44,44,52,49,55,34,42,33,3,1,3,0,0,-1,-10,3,0,20,10,-5,0,10,0,0,0,3,10,-3,5,10,5,1,5,-1,-5,5,0,-10,1,20,5,3,5,-10,10,1,3,5
255,Slytherin,1,male,unicorn hair,half-blood,-226,18,9,5,12,17,5,6,7,9,0,7,2,93,3,-20,-10,-5,-5,10,-10,-10,-5,-20,1,-20,-3,-5,-5,-1,0,-10,-20,-20,0,-3,-10,0,0,0,0,-5,0,10,-3,-20,-1,-1,0,-3,-5,-10,-20,0
256,Ravenclaw,5,female,phoenix feather,half-blood,225,63,76,79,71,81,54,70,64,79,71,61,72,13,0,10,20,1,0,20,5,10,20,5,20,1,20,20,5,-3,0,5,5,0,0,-1,1,3,-10,10,10,10,3,0,3,0,-10,20,1,5,10,5,1,0
257,Slytherin,4,female,phoenix feather,half-blood,97,54,57,52,47,63,68,58,42,38,39,48,78,89,20,-5,1,1,-10,5,10,-5,-5,3,-1,5,1,5,10,0,3,-5,0,-5,-5,0,20,1,-20,3,5,1,5,-1,-5,20,1,5,10,1,3,20,5,0
258,Hufflepuff,6,female,dragon heartstring,pure-blood,173,61,58,56,72,59,51,45,61,48,66,69,43,46,20,-1,20,-20,5,10,20,20,1,10,0,10,0,0,-10,10,0,10,-1,5,0,10,5,-5,1,1,-3,10,10,3,-3,0,-1,0,0,3,20,3,-10,20
259,Ravenclaw,5,male,phoenix feather,half-blood,199,56,71,64,57,65,98,61,69,83,43,63,100,40,-1,20,5,5,0,-20,0,1,20,10,20,0,10,-10,10,10,0,10,0,5,1,5,5,0,10,5,0,10,-1,3,5,20,5,1,1,10,-1,10,10,5
260,Slytherin,2,female,dragon heartstring,half-blood,201,56,83,81,86,60,55,80,70,83,61,75,59,93,3,10,3,5,1,1,1,3,5,20,1,10,-5,1,20,1,5,5,0,20,5,1,1,3,-20,-5,1,-10,5,0,1,3,10,5,20,20,20,20,1,10
261,Gryffindor,4,female,unicorn hair,pure-blood,87,72,63,63,59,69,56,61,56,51,55,58,60,60,-5,-5,10,-10,0,-1,1,-5,-1,0,-5,0,-1,5,-5,-3,3,0,10,1,5,-5,10,10,0,3,-3,3,10,1,1,0,1,0,20,-3,5,20,0,20
262,Slytherin,7,female,dragon heartstring,half-blood,76,52,49,55,53,42,53,51,77,51,52,50,26,82,20,1,3,-20,5,5,1,10,0,3,-20,10,5,1,20,-5,5,5,-10,5,-10,0,10,0,-10,3,-3,5,3,5,20,3,-1,-1,1,1,3,-1,1,3
263,Gryffindor,5,male,dragon heartstring,half-blood,144,69,64,55,82,59,67,78,60,53,72,51,33,17,20,3,5,-20,5,3,20,1,-1,5,1,10,20,-1,3,5,0,-5,0,5,0,20,0,1,20,-10,3,-10,0,5,3,3,1,0,20,0,5,1,0,3
264,Hufflepuff,1,male,phoenix feather,half-blood,22,37,43,50,64,65,63,52,52,44,36,49,66,27,0,-20,-10,1,0,1,5,0,20,-10,10,-5,5,3,20,-10,10,5,1,10,-10,-5,3,0,-5,1,20,10,-20,0,0,5,10,0,5,1,-1,-5,-3,-20
265,Hufflepuff,6,female,phoenix feather,pure-blood,92,45,61,43,49,52,45,54,54,44,41,46,64,49,-1,1,1,0,20,0,-10,5,0,10,0,1,0,-10,10,0,50,10,-1,-5,10,0,-20,0,5,-1,-5,10,-5,0,10,1,0,0,-10,1,10,0,0,5
266,Slytherin,6,female,phoenix feather,pure-blood,121,41,52,74,53,63,69,46,61,43,43,54,86,76,20,5,10,0,5,1,5,0,1,-20,0,10,5,1,1,20,5,0,1,-20,0,5,3,5,5,1,1,0,1,1,0,5,5,5,0,20,5,1,5,3
267,Ravenclaw,1,male,phoenix feather,half-blood,134,51,63,53,73,51,69,53,60,51,62,54,98,2,10,-3,5,1,-20,0,10,5,20,10,1,10,3,20,10,10,0,10,1,1,-1,1,0,3,0,20,-20,0,0,1,20,-5,3,-20,3,20,0,5,0,0
268,Hufflepuff,5,female,phoenix feather,pure-blood,0,53,22,48,33,37,31,23,47,60,41,45,53,62,0,-3,-3,10,5,-10,0,1,0,5,0,0,5,-10,20,3,-5,5,-10,-1,-1,0,10,-1,-5,20,3,-3,3,5,3,-5,-20,-20,5,-5,0,0,0,-1
269,Hufflepuff,6,female,unicorn hair,half-blood,53,42,32,50,45,44,57,44,38,51,72,48,78,50,0,5,0,10,-20,-3,1,-5,-20,3,-10,20,1,5,-1,0,0,0,0,0,-1,10,0,-10,10,0,1,-10,20,20,3,10,1,-20,1,10,5,0,-3,20
270,Gryffindor,2,male,dragon heartstring,half-blood,62,51,49,55,64,54,69,44,56,44,36,39,59,37,-1,5,0,-10,-10,0,1,5,-5,0,-3,0,10,10,-3,20,-20,10,-1,-3,-5,-1,5,10,-5,-1,20,0,-1,10,1,-3,-1,5,5,5,5,10,-5,3
271,Ravenclaw,2,female,dragon heartstring,pure-blood,136,48,52,52,44,75,84,56,59,53,69,70,100,41,5,3,5,3,0,10,-1,10,3,0,0,0,-5,-5,5,20,1,-20,5,1,1,10,10,0,0,1,1,-20,5,20,0,0,5,5,20,10,10,-3,1,20
272,Slytherin,3,male,phoenix feather,half-blood,-40,49,38,33,47,21,47,20,43,21,11,34,24,71,-1,0,0,0,-3,3,-10,0,3,-1,-3,-5,0,10,-1,0,-3,20,-20,-3,-1,-10,0,0,20,-1,3,0,-3,-3,10,-10,5,-1,-3,3,-10,-10,-10,-5
273,Ravenclaw,2,male,dragon heartstring,half-blood,106,62,57,59,59,64,49,49,38,66,66,75,40,50,3,-1,1,5,5,10,10,-20,5,1,1,0,0,0,20,0,5,5,-50,20,5,1,0,-1,10,-3,3,-20,10,3,3,20,5,5,20,-10,0,10,20,5
274,Slytherin,7,female,phoenix feather,half-blood,141,51,62,65,54,79,52,50,30,55,59,47,37,75,5,1,3,0,0,0,-10,20,10,5,5,1,-20,3,10,5,5,5,0,-1,5,5,3,20,1,-3,5,-5,20,5,20,1,5,0,0,0,1,1,10,0
275,Gryffindor,6,female,phoenix feather,pure-blood,115,46,48,40,59,74,47,65,63,59,57,43,34,24,5,10,-10,1,5,0,-1,5,10,5,10,0,3,10,1,-10,0,5,-1,20,10,1,5,5,0,5,-1,10,-3,3,10,10,0,0,-10,5,10,-5,-5,-3
276,Ravenclaw,3,female,phoenix feather,half-blood,93,62,54,49,47,30,50,55,58,61,64,57,39,57,5,5,-3,0,1,20,10,0,-3,-1,3,1,20,1,10,20,-10,-5,1,0,5,-20,3,5,-20,-10,5,1,0,10,20,5,3,-20,10,5,0,5,1,10
277,Ravenclaw,2,male,phoenix feather,muggle-born,96,44,74,49,32,45,74,50,52,45,62,53,62,66,3,1,20,3,-20,1,5,10,3,5,1,1,-5,-5,5,10,-20,1,5,0,-3,-5,20,-5,3,-1,0,-1,20,-10,0,3,20,5,0,-3,3,1,5,20
278,Ravenclaw,2,female,phoenix feather,half-blood,186,55,62,75,62,72,59,53,79,67,62,71,60,2,-3,0,3,3,5,10,0,20,10,3,20,10,5,-1,20,10,0,10,-50,5,5,10,20,1,10,10,0,5,1,-5,1,1,20,1,1,5,20,-10,0,10
